region_id,region_type,region
93142,zip,79934; TX; El Paso; El Paso County
93141,zip,79932; TX; El Paso; El Paso County
9314,city,Vesuvius; VA; Rockbridge County
93139,zip,79930; TX; El Paso; El Paso County
93137,zip,79928
93136,zip,79927; TX; El Paso; El Paso County; Socorro
93134,zip,79925; TX; El Paso; El Paso County
93133,zip,79924
93131,zip,79922; TX; El Paso; El Paso County
9313,city,Vestaburg; MI; Grand Rapids-Wyoming; Montcalm County
93126,zip,79915; TX; El Paso; El Paso County
93123,zip,79912
93122,zip,79911; TX; El Paso; El Paso County
9312,city,Versailles; KY; Lexington-Fayette; Woodford County
93119,zip,79907; TX; El Paso; El Paso County
93117,zip,79905; TX; El Paso; El Paso County
93116,zip,79904
93115,zip,79903; TX; El Paso; El Paso County
93114,zip,79902
93113,zip,79901; TX; El Paso; El Paso County
93110,zip,79853; TX; El Paso; El Paso County; Tornillo
9311,city,Verona; IL; Chicago-Naperville-Elgin; Grundy County
93109,zip,79852; TX; Brewster County; Terlingua
93107,zip,79849; TX; El Paso; El Paso County; San Elizario
93101,zip,79842; TX; Brewster County; Marathon
9310,city,Vernonia; OR; Portland-Vancouver-Hillsboro; Columbia County
931,county,Chaves County; NM; Roswell
93099,zip,79838; TX; El Paso; El Paso County; Fabens
93097,zip,79836; TX; El Paso; El Paso County
93096,zip,79835; TX; El Paso; El Paso County; Canutillo
93093,zip,79831; TX; Brewster County; Alpine
93092,zip,79830; TX; Brewster County; Alpine
93091,zip,79821; TX; El Paso; El Paso County; Anthony
93090,zip,79789; TX; Winkler County; Wink
93089,zip,79788; TX; Ward County; Wickett
93086,zip,79783; TX; Midland; Martin County; Tarzan
93085,zip,79782; TX; Midland; Martin County; Stanton
93081,zip,79777; TX; Ward County; Pyote
93079,zip,79772; TX; Pecos; Reeves County
93075,zip,79766; TX; Odessa; Ector County
93074,zip,79765; TX; Odessa; Ector County
93073,zip,79764; TX; Odessa; Ector County
93072,zip,79763; TX; Odessa; Ector County
93071,zip,79762; TX; Odessa; Ector County
93070,zip,79761; TX; Odessa; Ector County
9307,city,Sweet Home; OR; Albany; Linn County
93067,zip,79758; TX; Odessa; Ector County; Gardendale
93066,zip,79756; TX; Ward County; Monahans
93065,zip,79755; TX; Upton County; Midkiff
93062,zip,79749; TX; Midland; Martin County; Tarzan
93061,zip,79748; TX; Big Spring; Howard County; Knott
93060,zip,79745; TX; Winkler County; Kermit
93059,zip,79744; TX; Pecos County; Iraan
93058,zip,79743; TX; Pecos County; Imperial
93057,zip,79742; TX; Ward County; Grandfalls
93056,zip,79741; TX; Odessa; Ector County; Goldsmith
93052,zip,79735; TX; Pecos County; Fort Stockton
93050,zip,79733; TX; Big Spring; Howard County; Forsan
93049,zip,79731; TX; Crane County; Crane
93048,zip,79730; TX; Pecos County; Coyanosa
93046,zip,79720; TX; Big Spring; Howard County
93045,zip,79719; TX; Ward County; Barstow
93044,zip,79718; TX; Pecos; Reeves County; Balmorhea
93043,zip,79714; TX; Andrews; Andrews County
93042,zip,79713; TX; Midland; Martin County; Ackerly
9304,city,Swampscott; MA; Boston-Cambridge-Newton; Essex County
93037,zip,79707; TX; Midland; Midland County
93036,zip,79706; TX; Midland; Midland County
93035,zip,79705; TX; Midland; Midland County
93033,zip,79703; TX; Midland; Midland County
93031,zip,79701; TX; Midland; Midland County
93026,zip,79607; TX; Abilene; Taylor County
93025,zip,79606; TX; Abilene; Taylor County
93024,zip,79605; TX; Abilene; Taylor County
93022,zip,79603; TX; Abilene; Taylor County
93021,zip,79602; TX; Abilene; Taylor County
93020,zip,79601; TX; Abilene; Taylor County
93019,zip,79567; TX; Runnels County; Winters
93018,zip,79566; TX; Abilene; Taylor County; Wingate
93017,zip,79565; TX; Mitchell County; Colorado City
93016,zip,79563; TX; Abilene; Taylor County; Tye
93015,zip,79562; TX; Abilene; Taylor County; Tuscola
93014,zip,79561; TX; Abilene; Taylor County; Trent
93013,zip,79560; TX; Fisher County; Sylvester
93012,zip,79556; TX; Sweetwater; Nolan County
93011,zip,79553; TX; Abilene; Jones County; Stamford
93009,zip,79549; TX; Snyder; Scurry County
93008,zip,79548; TX; Haskell County; Rule
93007,zip,79547; TX; Haskell County; Rule
93006,zip,79546; TX; Fisher County; Rotan
93005,zip,79545; TX; Sweetwater; Nolan County; Roscoe
93004,zip,79544; TX; Haskell County; Rochester
93003,zip,79543; TX; Fisher County; Roby
93002,zip,79541; TX; Abilene; Taylor County; Ovalo
93000,zip,79539; TX; Haskell County; O'Brien
9300,city,Sunshine; LA; Baton Rouge; Iberville Parish
930,county,Centre County; PA; State College
93,county,Ashe County; NC
92999,zip,79538; TX; Coleman County; Novice
92998,zip,79537; TX; Abilene; Taylor County; Merkel
92997,zip,79536; TX; Abilene; Taylor County; Merkel
92996,zip,79535; TX; Sweetwater; Nolan County; Maryneal
92995,zip,79534; TX; Fisher County; McCaulley
92994,zip,79533; TX; Abilene; Jones County; Lueders
92993,zip,79532; TX; Mitchell County; Loraine
92992,zip,79530; TX; Abilene; Taylor County; Lawn
92989,zip,79527; TX; Snyder; Scurry County; Ira
92988,zip,79526; TX; Snyder; Scurry County; Hermleigh
92987,zip,79525; TX; Abilene; Jones County; Hawley
92986,zip,79521; TX; Haskell County; Haskell
92985,zip,79520; TX; Abilene; Jones County; Hamlin
92984,zip,79519; TX; Coleman County; Goldsboro
92982,zip,79517; TX; Snyder; Scurry County; Fluvanna
92980,zip,79512; TX; Mitchell County; Colorado City
9298,city,Schaller; IA; Sac County
92979,zip,79511; TX; Big Spring; Howard County; Coahoma
92978,zip,79510; TX; Abilene; Callahan County; Clyde
92977,zip,79508; TX; Abilene; Taylor County; Buffalo Gap
92976,zip,79506; TX; Sweetwater; Nolan County; Blackwell
92974,zip,79504; TX; Abilene; Callahan County; Baird
92973,zip,79503; TX; Abilene; Jones County; Avoca
92971,zip,79501; TX; Abilene; Jones County; Anson
92961,zip,79424; TX; Lubbock; Lubbock County
92960,zip,79423; TX; Lubbock; Lubbock County
92959,zip,79416; TX; Lubbock; Lubbock County
92958,zip,79415; TX; Lubbock; Lubbock County
92957,zip,79414; TX; Lubbock; Lubbock County
92956,zip,79413; TX; Lubbock; Lubbock County
92955,zip,79412; TX; Lubbock; Lubbock County
92954,zip,79411; TX; Lubbock; Lubbock County
92953,zip,79410; TX; Lubbock; Lubbock County
92950,zip,79407; TX; Lubbock; Lubbock County
9295,city,Scandinavia; WI; Waupaca County
92947,zip,79404; TX; Lubbock; Lubbock County
92946,zip,79403; TX; Lubbock; Lubbock County
92944,zip,79401; TX; Lubbock; Lubbock County
92943,zip,79383; TX; Lubbock; Lynn County; New Home
92942,zip,79382; TX; Lubbock; Lubbock County; Wolfforth
92941,zip,79381; TX; Lubbock; Lynn County; Wilson
92940,zip,79380; TX; Lamb County; Littlefield
9294,city,Savage; MT; Richland County
92938,zip,79378; TX; Terry County; Brownfield
92937,zip,79377; TX; Lamesa; Dawson County; Welch
92936,zip,79376; TX; Terry County; Brownfield
92935,zip,79373; TX; Lubbock; Lynn County; Tahoka
92934,zip,79372; TX; Levelland; Hockley County; Sundown
92933,zip,79371; TX; Lamb County; Sudan
92932,zip,79370; TX; Dickens County; Spur
92931,zip,79369; TX; Lamb County; Spade
92930,zip,79367; TX; Levelland; Hockley County; Smyer
9293,city,Winslow; IL; Freeport; Stephenson County
92929,zip,79366; TX; Lubbock; Lubbock County; Ransom Canyon
92928,zip,79364; TX; Lubbock; Lubbock County; Slaton
92927,zip,79363; TX; Lubbock; Lubbock County; Shallowater
92926,zip,79360; TX; Gaines County; Seminole
92925,zip,79359; TX; Gaines County; Seagraves
92924,zip,79358; TX; Levelland; Hockley County; Ropesville
92923,zip,79357; TX; Lubbock; Crosby County; Ralls
92922,zip,79356; TX; Garza County; Post
92921,zip,79355; TX; Yoakum County; Plains
9292,city,Winslow; AR; Fayetteville-Springdale-Rogers; Washington County
92919,zip,79351; TX; Lubbock; Lynn County; O'Donnell
92918,zip,79350; TX; Lubbock; Lubbock County; New Deal
92917,zip,79347; TX; Bailey County; Muleshoe
92915,zip,79345; TX; Terry County; Meadow
92913,zip,79343; TX; Lubbock; Crosby County; Lorenzo
92912,zip,79342; TX; Gaines County; Loop
92911,zip,79339; TX; Lamb County; Littlefield
92909,zip,79336; TX; Levelland; Hockley County
92908,zip,79331; TX; Lamesa; Dawson County
92907,zip,79330; TX; Garza County; Post
92906,zip,79329; TX; Lubbock; Lubbock County; Idalou
92905,zip,79326; TX; Lamb County; Fieldton
92904,zip,79325; TX; Parmer County; Farwell
92902,zip,79323; TX; Yoakum County; Denver City
92901,zip,79322; TX; Lubbock; Crosby County; Crosbyton
9290,city,Windsor; KY; Casey County
929,county,Cayuga County; NY; Auburn
92899,zip,79316; TX; Terry County; Brownfield
92897,zip,79313; TX; Levelland; Hockley County; Anton
92896,zip,79312; TX; Lamb County; Amherst
92895,zip,79311; TX; Plainview; Hale County; Abernathy
92894,zip,79261; TX; Hall County; Turkey
92893,zip,79259; TX; Childress County; Tell
9289,city,Windber; PA; Somerset; Somerset County
92886,zip,79250; TX; Plainview; Hale County; Petersburg
92884,zip,79247; TX; Vernon; Wilbarger County
92883,zip,79245; TX; Hall County; Memphis
92881,zip,79243; TX; Dickens County; McAdoo
92880,zip,79241; TX; Floyd County; Lockney
92878,zip,79239; TX; Hall County; Lakeview
92877,zip,79237; TX; Donley County; Hedley
92875,zip,79235; TX; Floyd County; Floydada
92873,zip,79233; TX; Hall County; Estelline
92871,zip,79230; TX; Collingsworth County; Dodson
9287,city,Vaughn; WA; Seattle-Tacoma-Bellevue; Pierce County
92868,zip,79226; TX; Donley County; Howardwick
92867,zip,79225; TX; Hardeman County; Chillicothe
92863,zip,79201; TX; Childress County; Childress
92849,zip,79124; TX; Amarillo; Potter County
92847,zip,79121; TX; Amarillo; Potter County
92845,zip,79119; TX; Amarillo; Potter County
92844,zip,79118; TX; Amarillo; Potter County
92840,zip,79111; TX; Amarillo; Potter County
92839,zip,79110; TX; Amarillo; Potter County
92838,zip,79109; TX; Amarillo; Potter County
92837,zip,79108; TX; Amarillo; Potter County
92836,zip,79107; TX; Amarillo; Potter County
92835,zip,79106; TX; Amarillo; Potter County
92833,zip,79104; TX; Amarillo; Potter County
92832,zip,79103; TX; Amarillo; Potter County
92831,zip,79102; TX; Amarillo; Potter County
92830,zip,79101; TX; Amarillo; Potter County
92829,zip,79098; TX; Amarillo; Oldham County; Wildorado
92828,zip,79097; TX; Amarillo; Carson County; White Deer
92827,zip,79096; TX; Wheeler County; Wheeler
92825,zip,79094; TX; Amarillo; Armstrong County; Wayside
92821,zip,79088; TX; Swisher County; Tulia
92820,zip,79087; TX; Dallam County; Texline
92819,zip,79086; TX; Dumas; Moore County; Sunray
92818,zip,79085; TX; Hereford; Deaf Smith County
92816,zip,79083; TX; Borger; Hutchinson County; Stinnett
92815,zip,79082; TX; Lamb County; Springlake
92814,zip,79081; TX; Hansford County; Spearman
92813,zip,79080; TX; Amarillo; Carson County; Skellytown
92812,zip,79079; TX; Wheeler County; Shamrock
92811,zip,79078; TX; Borger; Hutchinson County; Sanford
9281,city,Town Of Sardinia; NY; Buffalo-Cheektowaga-Niagara Falls; Erie County
92808,zip,79072; TX; Plainview; Hale County
92807,zip,79070; TX; Ochiltree County; Perryton
92806,zip,79068; TX; Amarillo; Carson County; Panhandle
92804,zip,79065; TX; Pampa; Gray County
92803,zip,79064; TX; Lamb County; Olton
92802,zip,79063; TX; Castro County; Nazareth
92801,zip,79062; TX; Hansford County; Morse
9280,city,Sapphire; NC; Cullowhee; Jackson County
92799,zip,79059; TX; Roberts County; Miami
92797,zip,79057; TX; Pampa; Gray County; McLean
92793,zip,79052; TX; Swisher County; Kress
92790,zip,79045; TX; Hereford; Deaf Smith County
92788,zip,79043; TX; Castro County; Hart
92787,zip,79042; TX; Swisher County; Happy
92786,zip,79041; TX; Plainview; Hale County; Hale Center
92785,zip,79040; TX; Hansford County; Gruver
92784,zip,79039; TX; Amarillo; Carson County; Groom
92783,zip,79036; TX; Borger; Hutchinson County; Fritch
92782,zip,79035; TX; Parmer County; Friona
9278,city,Zirconia; NC; Asheville; Henderson County
92779,zip,79032; TX; Plainview; Hale County; Edmonson
92778,zip,79031; TX; Lamb County; Earth
92777,zip,79029; TX; Dumas; Moore County
92776,zip,79027; TX; Castro County; Dimmitt
92773,zip,79022; TX; Dallam County; Dalhart
92772,zip,79021; TX; Plainview; Hale County; Hale Center
92771,zip,79019; TX; Amarillo; Armstrong County; Claude
92770,zip,79018; TX; Hartley County; Channing
92768,zip,79015; TX; Amarillo; Randall County; Canyon
92766,zip,79013; TX; Dumas; Moore County; Cactus
92765,zip,79012; TX; Amarillo; Potter County; Boys Ranch
92764,zip,79011; TX; Wheeler County; Briscoe
92763,zip,79010; TX; Amarillo; Potter County; Boys Ranch
92762,zip,79009; TX; Parmer County; Bovina
92760,zip,79007; TX; Borger; Hutchinson County
92759,zip,79005; TX; Lipscomb County; Booker
92758,zip,79003; TX; Wheeler County; Allison
92755,zip,78963; TX; Fayette County; West Point
92754,zip,78962; TX; Colorado County; Weimar
92752,zip,78960; TX; Fayette County; La Grange
92751,zip,78959; TX; Gonzales County; Waelder
92750,zip,78957; TX; Austin-Round Rock; Bastrop County; Smithville
9275,city,Valley Falls; KS; Topeka; Jefferson County
92749,zip,78956; TX; Fayette County; Schulenburg
92748,zip,78954; TX; Fayette County; Round Top
92747,zip,78953; TX; Austin-Round Rock; Bastrop County; Rosanky
92746,zip,78952; TX; Fayette County; La Grange
92745,zip,78951; TX; Houston-The Woodlands-Sugar Land; Chambers County; Anahuac
92744,zip,78950; TX; Houston-The Woodlands-Sugar Land; Austin County; New Ulm
92743,zip,78949; TX; Fayette County; Muldoon
92742,zip,78948; TX; Lee County; Lincoln
92741,zip,78947; TX; Lee County; Lexington
92740,zip,78946; TX; Lee County; Ledbetter
9274,city,Valley City; ND; Barnes County
92739,zip,78945; TX; Fayette County; La Grange
92738,zip,78944; TX; Houston-The Woodlands-Sugar Land; Austin County; Industry
92737,zip,78943; TX; Colorado County; Glidden
92736,zip,78942; TX; Lee County; Giddings
92735,zip,78941; TX; Fayette County; Flatonia
92734,zip,78940; TX; Fayette County; Fayetteville
92733,zip,78938; TX; Fayette County; Ellinger
92732,zip,78935; TX; Colorado County; Alleyton
92731,zip,78934; TX; Colorado County; Columbus
92730,zip,78933; TX; Houston-The Woodlands-Sugar Land; Austin County; Cat Spring
9273,city,Valley; AL; Chambers County
92729,zip,78932; TX; Fayette County; Carmine
92728,zip,78931; TX; Houston-The Woodlands-Sugar Land; Austin County; Bleiblerville
92727,zip,78886; TX; San Antonio-New Braunfels; Medina County; Yancey
92725,zip,78884; TX; Uvalde; Uvalde County; Utopia
92724,zip,78883; TX; San Antonio-New Braunfels; Bandera County; Tarpley
92723,zip,78881; TX; Uvalde; Uvalde County; Sabinal
92722,zip,78880; TX; Edwards County; Rocksprings
92721,zip,78879; TX; Real County; Rio Frio
92720,zip,78877; TX; Eagle Pass; Maverick County; Quemado
92719,zip,78873; TX; Real County; Leakey
92718,zip,78872; TX; Zavala County; La Pryor
92716,zip,78870; TX; Uvalde; Uvalde County; Knippa
92715,zip,78861; TX; San Antonio-New Braunfels; Medina County; Hondo
92714,zip,78860; TX; Eagle Pass; Maverick County; El Indio
92713,zip,78853; TX; Eagle Pass; Maverick County
92712,zip,78852; TX; Eagle Pass; Maverick County
92710,zip,78850; TX; San Antonio-New Braunfels; Medina County; D Hanis
92705,zip,78840; TX; Del Rio; Val Verde County
92704,zip,78839; TX; Zavala County; Crystal City
92703,zip,78838; TX; Uvalde; Uvalde County; Concan
92702,zip,78837; TX; Del Rio; Val Verde County; Comstock
92701,zip,78836; TX; Dimmit County; Catarina
92700,zip,78834; TX; Dimmit County; Carrizo Springs
92699,zip,78833; TX; Real County; Camp Wood
92698,zip,78832; TX; Kinney County; Brackettville
92697,zip,78830; TX; Dimmit County; Big Wells
92696,zip,78829; TX; Zavala County; Batesville
92694,zip,78827; TX; Dimmit County; Asherton
92692,zip,78801; TX; Uvalde; Uvalde County
9269,city,Utopia; TX; Uvalde; Uvalde County
9267,city,Sugar City; ID; Rexburg; Madison County
92668,zip,78759
92667,zip,78758
92666,zip,78757
92665,zip,78756
92663,zip,78754
92662,zip,78753
92661,zip,78752
92660,zip,78751
92659,zip,78750
92658,zip,78749
92657,zip,78748
92656,zip,78747
92655,zip,78746
92654,zip,78745
92653,zip,78744
92652,zip,78742; TX; Austin-Round Rock; Travis County; Austin
92651,zip,78741
92650,zip,78739
92649,zip,78738; TX; Austin-Round Rock; Travis County; Bee Cave
92648,zip,78737; TX; Austin-Round Rock; Travis County; Austin
92647,zip,78736; TX; Austin-Round Rock; Travis County; Austin
92646,zip,78735; TX; Austin-Round Rock; Travis County; Austin
92645,zip,78734
92644,zip,78733; TX; Austin-Round Rock; Travis County; Austin
92643,zip,78732
92642,zip,78731
92641,zip,78730; TX; Austin-Round Rock; Travis County; Austin
92640,zip,78729
92639,zip,78728
92638,zip,78727
92637,zip,78726
92636,zip,78725
92635,zip,78724
92634,zip,78723
92633,zip,78722; TX; Austin-Round Rock; Travis County; Austin
92632,zip,78721
92630,zip,78719; TX; Austin-Round Rock; Travis County; Austin
9263,city,Stroud; OK; Oklahoma City; Lincoln County
92628,zip,78717
92618,zip,78705
92617,zip,78704
92616,zip,78703
92615,zip,78702
92614,zip,78701
92610,zip,78681
9261,city,Stratford; CA; Hanford-Corcoran; Kings County
92608,zip,78677; TX; Gonzales County; Smiley
92607,zip,78676; TX; Austin-Round Rock; Hays County; Wimberley
92606,zip,78675; TX; Fredericksburg; Gillespie County; Willow City
92605,zip,78674; TX; Austin-Round Rock; Williamson County; Georgetown
92603,zip,78672; TX; Llano County; Tow
92602,zip,78671; TX; Fredericksburg; Gillespie County; Stonewall
92601,zip,78670; TX; Austin-Round Rock; Caldwell County; Martindale
92600,zip,78669; TX; Austin-Round Rock; Travis County; Spicewood
926,county,Castro County; TX
92598,zip,78666
92597,zip,78664
92596,zip,78663; TX; Blanco County; Round Mountain
92595,zip,78662; TX; Austin-Round Rock; Bastrop County; Red Rock
92594,zip,78661; TX; Austin-Round Rock; Caldwell County; Luling
92593,zip,78660
92592,zip,78659; TX; Austin-Round Rock; Bastrop County; Paige
92591,zip,78658; TX; Gonzales County; Gonzales
92590,zip,78657; TX; Llano County; Horseshoe Bay
92589,zip,78656; TX; Austin-Round Rock; Caldwell County; Maxwell
92588,zip,78655; TX; Austin-Round Rock; Caldwell County; Martindale
92587,zip,78654; TX; Burnet County; Marble Falls
92586,zip,78653
92585,zip,78652; TX; Austin-Round Rock; Travis County; Austin
92583,zip,78650; TX; Austin-Round Rock; Bastrop County; McDade
92582,zip,78648; TX; Austin-Round Rock; Caldwell County; Luling
92580,zip,78645
92579,zip,78644; TX; Austin-Round Rock; Caldwell County; Lockhart
92578,zip,78643; TX; Llano County; Llano
92577,zip,78642; TX; Austin-Round Rock; Williamson County; Liberty Hill
92576,zip,78641
92575,zip,78640
92574,zip,78639; TX; Llano County; Kingsland
92573,zip,78638; TX; San Antonio-New Braunfels; Guadalupe County; Kingsbury
92572,zip,78636; TX; Blanco County; Johnson City
92571,zip,78635; TX; Blanco County; Johnson City
92570,zip,78634
92569,zip,78632; TX; Gonzales County; Harwood
92568,zip,78631; TX; Fredericksburg; Gillespie County; Harper
92566,zip,78629; TX; Gonzales County; Gonzales
92565,zip,78628
92563,zip,78626
92562,zip,78624; TX; Fredericksburg; Gillespie County
92561,zip,78623; TX; San Antonio-New Braunfels; Comal County; Canyon Lake
92560,zip,78622; TX; Austin-Round Rock; Caldwell County; Luling
92559,zip,78621; TX; Austin-Round Rock; Bastrop County; Elgin
92558,zip,78620; TX; Austin-Round Rock; Hays County; Dripping Springs
92557,zip,78619; TX; Austin-Round Rock; Hays County; Driftwood
92556,zip,78618; TX; Fredericksburg; Gillespie County; Doss
92555,zip,78617; TX; Austin-Round Rock; Travis County; Austin
92554,zip,78616; TX; Austin-Round Rock; Bastrop County; Cedar Creek
92553,zip,78615; TX; Austin-Round Rock; Williamson County; Coupland
92552,zip,78614; TX; Gonzales County; Cost
92551,zip,78613
92550,zip,78612; TX; Austin-Round Rock; Bastrop County; Cedar Creek
9255,city,San Pablo; CA; San Francisco-Oakland-Hayward; Contra Costa County
92549,zip,78611; TX; Burnet County; Burnet
92548,zip,78610; TX; Austin-Round Rock; Hays County; Buda
92547,zip,78609; TX; Llano County; Buchanan Dam
92546,zip,78608; TX; Burnet County; Briggs
92545,zip,78607; TX; Llano County; Bluffton
92544,zip,78606; TX; Blanco County; Blanco
92543,zip,78605; TX; Burnet County; Bertram
92542,zip,78604; TX; Gonzales County; Gonzales
92541,zip,78602; TX; Austin-Round Rock; Bastrop County; Bastrop
92540,zip,78599; TX; McAllen-Edinburg-Mission; Hidalgo County; Weslaco
9254,city,Wilmot; SD; Roberts County
92539,zip,78598; TX; Raymondville; Willacy County; Port Mansfield
92538,zip,78597; TX; Brownsville-Harlingen; Cameron County; South Padre Island
92537,zip,78596; TX; McAllen-Edinburg-Mission; Hidalgo County; Weslaco
92536,zip,78595; TX; McAllen-Edinburg-Mission; Hidalgo County; Sullivan City
92535,zip,78594; TX; Raymondville; Willacy County; Sebastian
92534,zip,78593; TX; Brownsville-Harlingen; Cameron County; Santa Rosa
92533,zip,78592; TX; Brownsville-Harlingen; Cameron County; La Feria
92532,zip,78591; TX; Rio Grande City; Starr County; Santa Elena
92531,zip,78590; TX; Raymondville; Willacy County; San Perlita
92530,zip,78589; TX; McAllen-Edinburg-Mission; Hidalgo County; San Juan
9253,city,Wilmot; NH; Concord; Merrimack County
92529,zip,78588; TX; Rio Grande City; Starr County; Santa Elena
92528,zip,78586; TX; Brownsville-Harlingen; Cameron County; San Benito
92527,zip,78585; TX; Rio Grande City; Starr County; Falcon Heights
92526,zip,78584; TX; Rio Grande City; Starr County; Roma
92525,zip,78583; TX; Brownsville-Harlingen; Cameron County; Rio Hondo
92524,zip,78582; TX; Rio Grande City; Starr County
92523,zip,78580; TX; Raymondville; Willacy County
92522,zip,78579; TX; McAllen-Edinburg-Mission; Hidalgo County; Progreso
92521,zip,78578; TX; Brownsville-Harlingen; Cameron County; Port Isabel
92520,zip,78577; TX; McAllen-Edinburg-Mission; Hidalgo County; Pharr
92519,zip,78576; TX; McAllen-Edinburg-Mission; Hidalgo County; Penitas
92518,zip,78575; TX; Brownsville-Harlingen; Cameron County; Rancho Viejo
92517,zip,78574; TX; McAllen-Edinburg-Mission; Hidalgo County; Mission
92516,zip,78573; TX; McAllen-Edinburg-Mission; Hidalgo County; Alton
92515,zip,78572; TX; McAllen-Edinburg-Mission; Hidalgo County; Mission
92514,zip,78570; TX; McAllen-Edinburg-Mission; Hidalgo County; Mercedes
92513,zip,78569; TX; Raymondville; Willacy County; Lyford
92512,zip,78568; TX; Brownsville-Harlingen; Cameron County; Lozano
92511,zip,78567; TX; Brownsville-Harlingen; Cameron County; Los Indios
92510,zip,78566; TX; Brownsville-Harlingen; Cameron County; Los Fresnos
92509,zip,78565; TX; McAllen-Edinburg-Mission; Hidalgo County; Los Ebanos
92508,zip,78564; TX; Zapata; Zapata County; New Falcon
92507,zip,78563; TX; McAllen-Edinburg-Mission; Hidalgo County; Linn
92506,zip,78562; TX; McAllen-Edinburg-Mission; Hidalgo County; La Villa
92505,zip,78561; TX; Raymondville; Willacy County
92504,zip,78560; TX; McAllen-Edinburg-Mission; Hidalgo County; La Joya
92503,zip,78559; TX; Brownsville-Harlingen; Cameron County; La Feria
92502,zip,78558; TX; McAllen-Edinburg-Mission; Hidalgo County; Donna
92501,zip,78557; TX; McAllen-Edinburg-Mission; Hidalgo County; Hidalgo
925,county,Cassia County; ID; Burley
92499,zip,78552; TX; Brownsville-Harlingen; Cameron County; Harlingen
92497,zip,78550; TX; Brownsville-Harlingen; Cameron County; Harlingen
92496,zip,78549; TX; McAllen-Edinburg-Mission; Hidalgo County; Hargill
92495,zip,78548; TX; Rio Grande City; Starr County
92494,zip,78547; TX; Rio Grande City; Starr County; Las Lomas
92493,zip,78545; TX; Rio Grande City; Starr County; Falcon Heights
92492,zip,78543; TX; McAllen-Edinburg-Mission; Hidalgo County; Elsa
92491,zip,78541; TX; McAllen-Edinburg-Mission; Hidalgo County; Edinburg
92489,zip,78539; TX; McAllen-Edinburg-Mission; Hidalgo County; Edinburg
92488,zip,78538; TX; McAllen-Edinburg-Mission; Hidalgo County; Edcouch
92487,zip,78537; TX; McAllen-Edinburg-Mission; Hidalgo County; Donna
92486,zip,78536; TX; Rio Grande City; Starr County
92485,zip,78535; TX; Brownsville-Harlingen; Cameron County; Combes
92484,zip,78526; TX; Brownsville-Harlingen; Cameron County; Brownsville
92481,zip,78521; TX; Brownsville-Harlingen; Cameron County; Brownsville
92480,zip,78520; TX; Brownsville-Harlingen; Cameron County; Brownsville
92479,zip,78516; TX; McAllen-Edinburg-Mission; Hidalgo County; Alamo
92477,zip,78504; TX; McAllen-Edinburg-Mission; Hidalgo County; McAllen
92476,zip,78503; TX; McAllen-Edinburg-Mission; Hidalgo County; McAllen
92474,zip,78501; TX; McAllen-Edinburg-Mission; Hidalgo County; McAllen
92452,zip,78418; TX; Corpus Christi; Nueces County
92451,zip,78417; TX; Corpus Christi; Nueces County
92450,zip,78416; TX; Corpus Christi; Nueces County
92449,zip,78415; TX; Corpus Christi; Nueces County
92448,zip,78414; TX; Corpus Christi; Nueces County
92447,zip,78413; TX; Corpus Christi; Nueces County
92446,zip,78412; TX; Corpus Christi; Nueces County
92445,zip,78411; TX; Corpus Christi; Nueces County
92444,zip,78410; TX; Corpus Christi; Nueces County
92443,zip,78409; TX; Corpus Christi; Nueces County
92442,zip,78408; TX; Corpus Christi; Nueces County
92441,zip,78407; TX; Corpus Christi; Nueces County
92440,zip,78406; TX; Corpus Christi; Nueces County
92439,zip,78405; TX; Corpus Christi; Nueces County
92438,zip,78404; TX; Corpus Christi; Nueces County
92436,zip,78402; TX; Corpus Christi; Nueces County
92435,zip,78401; TX; Corpus Christi; Nueces County
92434,zip,78393; TX; Refugio County; Woodsboro
92433,zip,78391; TX; Beeville; Bee County; Tynan
92432,zip,78390; TX; Corpus Christi; San Patricio County; Taft
92431,zip,78389; TX; Beeville; Bee County; Skidmore
92430,zip,78387; TX; Corpus Christi; San Patricio County; Sinton
92428,zip,78384; TX; Duval County; San Diego
92427,zip,78383; TX; Live Oak County; Sandia
92426,zip,78382; TX; Corpus Christi; Aransas County; Rockport
92424,zip,78380; TX; Corpus Christi; Nueces County; Robstown
92423,zip,78379; TX; Kingsville; Kleberg County; Riviera
92422,zip,78377; TX; Refugio County; Refugio
92420,zip,78375; TX; Alice; Jim Wells County; Premont
92419,zip,78374; TX; Corpus Christi; San Patricio County; Portland
92418,zip,78373; TX; Corpus Christi; Nueces County; Port Aransas
92417,zip,78372; TX; Alice; Jim Wells County; Orange Grove
92416,zip,78371; TX; Laredo; Webb County; Oilton
92415,zip,78370; TX; Corpus Christi; San Patricio County; Odem
92414,zip,78369; TX; Laredo; Webb County; Mirando City
92413,zip,78368; TX; Corpus Christi; San Patricio County; Mathis
92411,zip,78363; TX; Kingsville; Kleberg County
92410,zip,78362; TX; Corpus Christi; San Patricio County; Ingleside
92409,zip,78361; TX; Jim Hogg County; Hebbronville
92407,zip,78359; TX; Corpus Christi; San Patricio County; Gregory
92406,zip,78358; TX; Corpus Christi; Aransas County; Rockport
92404,zip,78355; TX; Brooks County; Falfurrias
92403,zip,78353; TX; Brooks County; Encino
92402,zip,78352; TX; Corpus Christi; San Patricio County; Odem
92401,zip,78351; TX; Corpus Christi; Nueces County; Driscoll
